Id;Review_text
1430;Lo pedí en color camel y cuando lo recibí más parece verde oliva. Bastante mal ahí. El modelo muy bien solo deben trabajar en los detalles ya que tiene muchos hilos sueltos.
1431;deseo comprarlo pero vivo en Piura y parece que no hay disponibilidad para este lugar
1432;HASTA EL DÍA DE HOY NO LLEGA MI COMPRA CON EL Pedido Nº: 1301957085453-01 Y NO TENGO NINGUNA COMUNICACION DE OECHSLE. ESTA COMPRA LA HICE EL 8 DE ENERO DE 2023 Y NADIE ME INFORMA NADA. ESPERO UNA RESPUESTA INMEDIATA.
1433;Corte que entalla al cuerpo y buena calidad.
1434;Funda giratoria buen cuero detalles bonitos
1435;Es un Jogger con bolsillos grandes muy chévere el producto.
1436;Hermoso sofá y el color es tal cual en la foto
1437;el producto es de buena calidad
1438;El producto se abrió por los costados a las dos semanas hice mi reclamo a oschele y no m quieren devolver mi dinero !
1439;Adquiri este producto el año 2021 y son perfectas pues si no lo creen aun las uso haata el dia se hoy .
1440;compre el producto y llego con una pieza rota ynhasta ahora no me llaman para hacerme el cambio ya pasaron 8 fias desde el dia del pago del producto
1441;No me llego completo aun falta la cama
1442;Muy hermosas de muy buena calidad
1443;Tiene ombreras Material gruesoTalla exacta
1444;Como cliente estoy muy decepcionado con ustedes al haber cancelado  demasiado tarde ESTE REGALO DE MI HIJO POR NAVIDAD que estuvo esperando casi 2 semanas desde que hice la compra.Yo pude haber realizado la compra el SAGA al mismo precio pero confié en ustedes  y lamentablemente me fallaron y aun sigo esperando la respuesta al reclamo que hice al respecto
1445;Muy bien producto en calidad y estructura
1446;COMPRE ESTE PRODUCTO HACE UNOS DÍAS PERO EL MATERIAL ES SIMILAR AL DE UN POLO SUPER DELGADO NADA FAVORECEDOR.
1447;No vino el manual de armado en la caja.
1448;La tela es fresca la calidad es muy buena. Me encantó.
1449;Es casi una compra sorpresa o como las cajas sorpresas que no sabes que te va a llegar lo compre pensando era un jean regular y resultó siendo un Skinny luego de ello tampoco vale lo que cuesta.
1450;El producto es color Mostaza.Ya como producto no vale el precio si es que este es mayor a sesenta soles.no me parece una mala compra pero no lo volvería a comprar.
1451;Es algo que a mi hijo le encanta no deja de jugar con el
1452;Realicé la compra el 06/01 no cumplen con la fecha indicada de despacho!!
1453;No me duró ni un mes muy simple parece de cartón
1454;La compré con oferta entonces no me quejo del precio para la buena marca. Es pequeño pero potente perfecto para mi mini-depa. Se calienta mucho mi única observación.
1455;La misma cámara de otros celulares de l misma marca y más económicos
1456;Muy bonita blusa excelente modelo
1457;Muy buen Producto lo recomiendo
1458;ME ENCANTA EL PRODUCTO FUNCIONA PERFECTAMENTE ES UNA BALA.
1459;Para adultos mayores es muy bueno también estás zapatillas ya que la goma no es muy durasegún experiencia de mi padre de 89 años que ya con eso va a hacer sus aeróbicos y también si caminata también la oferta del precio muy buena...recomendado
1460;Muy buen ipad calidad y precio 3B
1461;Televisor completo con las aplicaciones incluye alexa
1462;Quiero comprarlo para mi nieto que está pronto en nacer
1463;Muy confortables pero la puntera es algo débil y se ensucian con mucha facilidad
1464;Estoy muy conforme  esta  bien elabora
1465;las caracteristicas técnicas son buenas mas actual es similar al A53 5G pero 800 soles menos. Me parece muy buena relación precio calidad para un gama media alta.
1466;Muy buena calidad y empaque.!! 100% recomendado
1467;Estoy por comprarlo y debería de salir a nivel nacional norte piura
1468;Co.pre este producto para regalar en navidad y se rompio la tira en menos de 2 semanas. Una verguenza.
1469;Compre esta bicicleta y al menos de cumplir un mes presento fallas
1470;Hasta la fecha conforme con el equipo se entregó antes de tiempo sellado todo conforme.
1471;Muy buena calidad y muy buenos modelos
1472;Compré este producto ya hace más de una semana. Tardaron en atenderlo y todavía me envían uno que no es nisiquiera del color que pedí ni el modelo. Aún estoy a la espera de la devolución de dinero.
1473;lo mejor de celulares comodo y bueno
1474;Pasaron 8 días y tuve que llamar para ver porque no llegaba mi producto y me recién ahí me dijeron que no había stock disponible muy desepcionando de oechsle porque no me avisaron a tiempo y yo las zapatillas lo quería para un regalo de cumpleaños.
1475;Compré unas zapatillas con despacho a domicilio de una talla y me entregaron de otra talla mayor.Al acercarme a caja de Oeschle del Mall del Sur me indicaron que debía entregar el comprobante de pago como nunca me llegó ese documento a mi correo y tampoco pude descargarlo de la pág web me dijo la Srta de la caja que vaya a Atención al Cliente para que me lo proporcionen. Fui al sitio y me manifestaron que no me pueden dar el comprobante porque es una compra Externa.Finalmente luego de insistir varias veces al Call center me indicaron que se ha registrado un nro de caso para que me devuelvan el dinero pero van a evaluarlo en más de 20 días y que las zapatillas lo deje en Atención al Cliente me acerco nuevamente al sitio y luego de varios minutos me reciben el producto sin ningún documento que acredite que lo entregué sólo me indicaron que espere que Oeschle se comunique conmigo en el plazo establecido.En Resumen si no me devuelven el dinero tomaré las acciones legales que me amparan.Nunca más compraré en Oeschle.
1476;Este producto es muy caro para lo que promete
1477;Se estaban vendiendo a 79 no vale el precio actual
1478;El material es muy fuerte  y el control también es fácil de usar
1479;Mi madre lo compro pero al abrir la caja por navidad faltaban instrucciones y las llaves especiales y pues no podemos ajustar los frenos.
1480;Rapidez de entrega calidad buen precio y original la mejor experiencia de compra online...
1481;Definitivamente la mejor opción comprar on línea pides y lo recoges o recibes en casa además están lindas las sandalias
1482;Es del tamaño de mi mano demasiado pequeña
1483;Mi hija quedo fascinada cuando lo abrio
1484;Deberían de detallar que es un bolso de mano es pequeño deben de especificar el tamaño del producto.
1485;Súper lindoMe encanto el polo
1486;a mi hija le encanto por su diseño y comodidad
1487;Siempre lo he usado varios años
1488;No lo tengo ni 8 meses usando con mi bebé y ya se rompiópara esa calidad de producto es mucho su costo.No lo recomiendo para nada
1489;la bateria super lenta y se congela con facilidad
1490;Aún no recibo el producto no hay que calificar
1491;Me encanta es un teléfono que se puede utilizar en cualquier hora
1492;Solo que menciona que llega Armada y llega en una caja.!
1493;el cuero es bueno  la plantilla como me gusta excelente
1494;Me enviaron uno roto o no tiene la base para poner en el árbol...  Muy disgustada falta tan poco para navidad como para buscar otra
1495;Compre este producto y es como para un niño pequeño deberían poner las medidas y no poner mochila mujer estafa total
1496;Dura mucha es muy buen producto
1497;Es perfecto para ser usado en toda ocasión
1498;Lo compre para mi hijo su regalo de navidad
1499;No me vino ni el control ni el cable poder ni las patitas Otra que más me incómodo es que ahí dice intalación PREMIUM gratis y es una mentira es una publicidad engañosa .te dicen que tienes que llamar a Samsung y todo un tema.
1500;Ya tengo el producto por más de un mes y todo muy bien. Tiene muy buena capacidad hasta puedes meter edredones y tiene varias funciones de acuerdo a lo que vas a lavar.
1501;No especifican las medidas exactas
1502;Lo compré hace una semana no me llega no me llaman no me avisan ni por correo la confirmación
1503;Las especificaciones son una estafa no cumple lo que dice  las medidas no son las correctas no lo recomiendo
1504;Compré dos palos y solo funciona de forma horizontal fue a ohesle y me dijeron que ellos no aceptan cambios porque ellos no lo venden y otra empresa vende por su página y que en dos Dias la empresa lo recoge de mi domicilio ya pasó una semana y no vienen a recoger
1505;Quisiera saber el precio y comprarlo
1506;Pedí el bronceador porque era grado 15 y me llegó el se grado 4. No es igual a la descripción del producto ni la foto
1507;Tengo 6 meses esta laptop y no me arrepiento de haberlo comprado recomiendo hacerle calibracion de bateria al comprarlo y cada 3 meses corre decente los juegos yo personalmente dota bien resident evil village bien
1508;La calidad de sonido es mala los componentes son reciclados el marco de la pantalla es plástico bien fino si la compras en blanca las letras no se ven cuando ilumina el teclado no la recomiendo.
1509;Excelente con los bolsillos y bellos colores y detalles
1510;Tiene un buen sonido a mi parecer es un buen producto y muy cómodo y con garantía
1511;lindo vienen los muñecoses grande el carro
1512;Compré las zapatillas este mes de diciembre y todo bien hasta que verifiqué los bordes y el pegamento que sobre sale mal pegado. Al parecer estos modelos están así de mal pegados y acabados de pintura un poco bajos para el precio que pagamos. En fin después de un tiempo tendrás que llevarlo al zapatero por último descartarlas.
1513;es muy malo ..... He comprado audifonos de ese precio y son buenos pero este audifono es muy muy malo  se escucha un momento y luego se para y el sonido es pesimo no lo compren
1514;Son tallas grandes yo compre una menos no ajusta queda muy bien al cuerpo
1515;Me encanto el color es tal cual a la foto
1516;Es el mejor juguete que e comprado ahsta ahora
1517;Compre el producto hace un par de meses.  Realmente es un ahorro de aceite  pero el sabor y textura de los alimentos no son tan buenos.
1518;Compre este producto con entreg par el 7/12 y aun no me llaman para recoger y ahora ya tienen envío gratis
1519;muy buena pc. trabajo de oficina sin problemas.
1520;Es como si te quedaras a dormir en una casa ajena y no habia cama pusieron un par de cartones en el piso lo forraron con algo y esa es la sensación
1521;COMPRE 08 COMPLETAS 03 INCOMPLETAS 04 FALTO 01
1522;compré el producto y es muy cómodo.
1523;Somos 5 en casa y esta freidora es una gran solución para comida como hamburguesas chicharrón de chanchito pan pollo frito papa frita y hasta postre.
1524;La cartera es muy bonita la cadena le da un toque de elegancia yo me la pedí en color blanco y quede impresionada. Realmente bonita y la calidad uf. 10/10
1525;Nunca me llego y no me han devuelto la plata
1526;Muy bonito tela bonita llego rápido.
1527;Compré este producto y desde el primer día reporté que vino malograda... El peso automático no funciona y hasta ahora no me dan soluciones... Han venido 3 veces los de servicio técnico y no solucionan nada... Quiero que me devuelvan mí dinero... No compren esa marca o al menos este modelo de lavadora.
1528;me encantó! estoy pidiendo más
1529;ya lo tengo 15 días y funciona muy bien y es fácil de configurar
1530;Compre este producto y no funciona como en los videos es un desastre
1531;Buena fragancia buena presentación!!!
1532;INTERESANTE PARA SABER DIFERENCIAR DIRECCIONES
1533;Muy bueno para los niños de la casa
1534;PUBLICIDAD ENGAÑOSAOFRECEN UN PRODUCTO QUE ESTA AGOTADO
1535;Te sirve para todo tipo de ocasión
1536;Fascinada con mi compra. A mi esposo le encantó.
1537;Deberían dar la posibilidad de aumentar la memoria 8gb esta bien peeo yo quería 16.
1538;El producto en físico luce tal cual en la imagen de la web.Producto de buena calidad
1539;contento con la compra el número que elegí estaba muy bien pedí recojo gratis en tienda estaba para recoger antes de la fecha indicada.
1540;A las 07.01 hs de ayer por mail me indicaron q mi pedido ya estaba en camino pero no llegó.  Esta mañana reclame a Oechsle y me indicaron q averiguarían. El pedido recién me llegó esta tarde y el empleado me indicó q recién le habían dado mi pedido…
1541;El armado es un poco compleo por lo que si pueden soliciten ese servicio.
1542;La batería dura aproximadamente 1:30 horas a pesar que el vendedor me dijo que duraba aproximadamente 4 horas cuando fui a reclamar me dijeron que así duraba la batería. Total decidan dura 1:30 horas o 4 horas?.Todas las laptops Gamer son de plástico pero esta se siente un platico de baja calidad.Quise aumentar la RAM a 16 gb (yo tenía mi propia memoria RAM de 8 gb) me dijeron que tenían que llevarlo al servicio técnico de Lenovo que para instalarla me cobrarían 20 soles sin embargo cuando fui al soporte técnico me querían cobrar 150 SOLES por hacer algo tan sencillo como colocar la memoria RAM que no les tomaría más de 20 minutos que si yo lo instalaba perdía la garantía.Eso me pareció UN ABUSO TOTAL como van a cobrar 150 soles para quitar un par de pernos destapar la carcasa y colocar la RAM que EXAGERACIÓN!!
1543;Lo compré hace unos días y me gustan muy cómodas y livianas.
1544;Acaban de traerme esta malla y es una de las mejores que he comprado  quería otra y ya no encontré
1545;Todo Ok con el producto a buen precio.
1546;LINDO MODELO  Y COLOR HERMOSOCUERO
1547;El asiento es muy duro al corto tiempo duelen las piernas.
1548;las tallas son completas tengo 70 de cintura y 99 de cadera y la 28 me quedo com guante pero es un poco transparente
1549;es una maquina muy completa y con prestaciones suficientes para el uso del día da día en casa juegos a nivel intermedio  o trabajo profesional a nivel office o administrativo. Quizás quede corta para trabajar grandes archivos de planos edición intensa de videos o fotos o personas muy exigentes para el gaming .muy linda estéticamente es pequeña ligera.un punto a su favor es el teclado retroiluminado
1550;No carga (más bien descarga) y el imán no es resistente por lo que se desconecta con facilidad. Fui a devolverlo a tienda pero como es de proveedor me dieron números para contactarme con atención al cliente el cual nunca te conecta con un asesor.Ha sido una pésima inversión de dinero
1551;Las dimensiones de algunos elementos de la comoda no eran los adecuados lo que imposibilitaba el armado ya que no encajaban como deberían (lo armó el mismo técnico de oechsle)
1552;Exelente diseño suaves y duraderas
1553;Me gusta el diseño color  se acomoda a mí espacio
1554;Quisiera uno cómo éstese acomoda a mí espacio
1555;Pésima tela lo usas y se estira todo hasta le sale bonitas es un trapo cualquiera usar y botar!
1556;Ahora rebajaron el precio yo la compré con S/ 2699 en Oeschle 😡😢.Pero me gusta que tenga los dos discos
1557;Me gusta como se si nte fresco al ponerlo
1558;Total facilidad de compra y excelente atención
1559;me encanta este producto esto es maravilloso
1560;El material no es algodon son super sintéticas!! No sirven ni para cubrir el colchon. Tuve que devolverlas
1561;El material no es cuero hace sudar los pies.
1562;ME ENCANTA ES DEMASIADO BUENA...
1563;Me encanta todo puntual  llego a tiempo
1564;Lo compré para un regalo y me parece bonito pero el cierre se atasca constantemente.
1565;Lo uso es bueno  su fragancia es riquísima
1566;Bonito cómodo y moderno lo recomiendo
1567;La tengo aproximadamente 2 años la uso cada que puedo... He preparado cupcakes  tequeños chicharrones papas a la francesa sinembargo cada que la uso con cualquier carne la grasa natural se queda atorada en los orificios.
1568;Recibi un llamada donde me indicaron que no habia el producto y luego un chat donde me indicaban sustitutos hoy les respondi al chat donde les indique q ya no compraria ningún producto porque lo consegui en la competencia. Recien me llamaron para decirme q ya tenian el producto y acabo de revisar mi correo donde indican q ya lo facturaron a pesar  q les avise q ya desestimé la compra
1569;Hasta el momento me encanta pero me gustaría que fuera mucho mejor su carcasa lo siento muy simple por lo demás es buena.
1570;He usado esta bata unas pocas veces hasta ahora pero ya me encanta. Yo soy muy friolenta y la tela aunque es relativamente delgada te mantiene cálida. Espero que no se arruine con la lavadora.
1571;MUY BUEN PRODUCTO AL MEJOR PRECIO
1572;hay que estar loco para pagar eso por un producto de esas especificaciones
1573;Recién lo compre don lindos y cómodos
1574;La atención pésima luego de hablar en atención al cliente al cambiar por otro producto la señorita no sabe de nodales le incomodo
1575;Súper cómodas y muy bonitas. Talla exacta.
1576;Tal y como figura en la descripción entrega rápida.
1577;El producto excelente de muy buena calidad
1578;Tuve que devolver dos veces este producto  elMaterial es pésimo no lo compren por favor van a tener una mala experiencia
1579;Este es uno de los pocos perfumes que siempre compro y aun más cuando esta en oferta por q es un perfume que marca simplemente me encanta
1580;Me gusto este producto muy bueno
1581;Cuando lo recibí me encantó. Por ello pediré otro.
1582;Todavía no las estreno pero se ven compactas y bonitas
1583;La talla me queda bien y los detalles hermosos
1584;Fue buena compra .............
1585;Buen producto a buen precio y de buen diseño
1586;Buen corte y material. Entalla al cuerpo.
1587;Compre el producto hace una semana y la parte de madera marrón no es madera es sticker todas las partes de rayas es sticker
1588;Este Jean  me ha encantado tiene pinzas atrás que favorece a la silueta es justo lo que estaba buscando... me ha quedado pintado! es mi primer jean Kansas la calidad y el fit están excelentes!
1589;es un muy buen equipo celular rapido y con buena camar
1590;Huele a plastico quemado no lo recomiendo
1591;Excelente producto. Lo recomiendo la tela es muy suave y abrigadora.
1592;el único detalle al momento de la compra decía que venía gratis una pelota que nunca llegó.
1593;recein estoycomprando mi tarjeta OH que la tengo mes de 1 mes y las entregas muy prontas hasta el momento
1594;Buen producto  se recomienda comprarlo
1595;Lo que pasa que quiero comprar estás zapatillas pero en la imagen sale plomas y cuando pongo el color sale blancas
1596;Tiene una luz cálida muy lindala casita tiene buen tamaño y el acabado es satinado perfecto.
1597;El descanso es placentero en este colchón
1598;COMPRE ESTE PRODUCTO Y AL FINAL NO ME LO ENTREGARON COMPLETO
1599;de buena calidad y bastante comodidad a buen precio
1600;la tabla de tallas me ayudo mucho y me calzo perfecto
1601;Buen producto  hay relación calidad precio.
1602;Así podré variar con otras blusas.
1603;Me gusta la zapatilla las negras
1604;la Villa Europea deben tener luces
1605;Compre el producto el día de ayer.
1606;Talla acorde a la guía de tallas forma bastante bien y no se ha estirado ni cambiado tanto el color con los lavados.
1607;Me encantaron los tonos son 5 labiales a un super precio
1608;Esperaba que desde el lunes hubiese algún tipo de descuento pero me lleve una tremenda sorpresa.
1609;Lo compré por la web la tela es gruesa caliente costuras mal asentadas. Perdí mi gran descuento en la devolución y terminé gastando lo que no tenía en mente. No vuelvo a comprar vía web ropa.
1610;A mi hija le encanta juega y entra perfecto
1611;Lo tengo en azul y rosa es tal cual.
1612;Compré está licuadora el 25 de setiembre y estamos 13 de noviembre y ya no funciona se ha malogrado la cuchilla no gira
1613;Me encantan. Sólo aquí conseguí el color que quería.
1614;Compre este producto hace un par de semanasla imagen del mickey es tal cualbuen acabola correa es de silicona y es antialergica.
1615;Compré hace tres dias esta belleza 💗
1616;El diseño es bonito pero la calidad no es buena como en la descripción decía madera creo que la base era de madera pero es tecnopor los vasos de vidrio vinieron mal puestos lo peor es que no se puede acomodar porque vienen pegados al tecnopor. Pudo haber sido mejor. Ojo no hay nada de madera.
1617;Compre el producto tomándome la molestia de buscar en su pagina se hace la compra con total normalidad se hace le pago envian la confirmación de la mísma y depsues de unos días cancelan la compra porque indican que no hay stock.. Deberían actualizar los stock en su pagina para no estar perdiendo el tiempo..
1618;Buena compra y buena calidad
1619;Pero no detallan tamaño ni en el grande ni en el pequeño.
1620;Buen material y diseño. Fue mejor de lo que espere
1621;El diseño es muy cute y el aroma muy rico.
1622;Compre este producto y es genial  cumple todas mis espectativas
1623;tena un parche en la manga de qr
1624;Muy buena compra precio calidad
1625;Contento con el televisor cumplió con mis expectativas excelente calidad de imagen rápida conectividad con las aplicaciones.
1626;compre este producto hace 2 semanas y es fabuloso ..
1627;muy facil de armar  lindo modelo  a mi hijita le encanto.
1628;La versión antigua de esa colonia es mejor que la del frasco blanco nueva yo compré la nueva pensando que solo era cambio de envase y no me gustó....
1629;me gusta nerftastico la mejor y
1630;Fantastico es funcional y practico
1631;Me encantó es cómodo y el mejor precio
1632;La caja musical vino mal pagada hice la devolucion el mismo dia ya paso dos meses y aun no hacen el reembolso y oechsle no me da respuesta pesimo servicio
1633;Compré este producto y es muy bueno lo recomiendo.
1634;Lindo modelo y color combina muy bien con una blusa clara.
1635;Me entregaron el producto el 29 de octubre de este ano 2022 en la noche al reclinarlo se fue para atraz termine en el suelo con 68 anos no se imaginan lo dificil que fue levantarmeSillon barato pero muy peligroso voy a contactar a la tienda para reclamar
1636;Super cómodas y la talla es exacta.
1637;Cumple pero no se detallan los materiales en las fotos aparece como madera sin embargo es metal pintado.
1638;Muy bueno este parlante recomiendo
1639;Lo compre y todo va bien... mi marca favorita en laptops.
1640;El de color naranja es muy bonito y vibrante para el verano será un éxito La prenda  es de gasa tiene forro y es muy fresca.
1641;Quiero comprar y no encuentro mi talla
1642;Nbnndbjdjkdididdknwkekekekekjb dkdididkeiw
1643;EL MEJOR DE SU CLASE  A NIVEL NACIONAL
1644;pediría lo bajen un poco mas el precio muy elevado
1645;Lo pedí en una talla y me llegó otra y lo peor es que por más compra virtual que hice me dicen que la devolución es presencial ahora tengo que gastar tiempo y dinero en ir a devolverla la peor compra y la peor tienda en el cyber
1646;la suela es hueca se parte rapidmente dejando inservible la zapatilla
1647;la suela es hueca se parte rapidamente dejando inservible la zapatilla
1648;Compre este producto y me gusto
1649;Muy mal por parte suya que vendan un PS5 de 1500 soles a más de 3000. Simplemente no tiene sentido
1650;esta television esta un poco lenta pero luego los angulos de vision no son los que espere.
1651;Lo compre porque estaba en oferta pero es un colchón de alta calidad. Tiene finos acabados y el colchón es de muy buena calidad. Además viene con dos almohadas viscoelasticas y un protector de colchón muy bonito. 100% recomendable la compra a un súper precio
1652;Segunda vez que lo compro y es muy rico.
1653;La marca puma se adecua a ni pie
1654;Execelente buen producto de buena calidad
1655;Esa marca es de una página estafadora !!! No l dueño cristian mendoza me robó casi 6000 soles por unos muebles que nunca  me entrego!!!
1656;DEBERIAN SACAR TALLA XSTALLA 28 ES DEMASIADO GRANDE
1657;Quiero saber si biene con cargador
1658;está claro que bien para comprar
1659;Es totalmente diferente al producto de la foto
1660;Mi equipo desde el.primer día que lo compre vía on línea se recalentaba apenas lo usaba y la batería  se  gastaba  en  super rápido espero que me devuelvan mi  dinero  ponen  baratos lo equipos  porque parece que vienen dañados
1661;El producto es bueno cumple su función recomendado.
1662;Por que en las especificaciones no ponen si es que es android TV o no? Yo quiero saber si puedo contar con ciertos aplicaciones del market place sin necesidad de utilizar algo más como roku o cosas así
1663;Buen producto execelente acabado
1664;compre este producto hace unos días y me causó una gran infección
1665;Mi pedido de polos llego incompleto y ya casi un mes y no se soluciona por otra parte los polos que llegaron super bonitos y buen material.
1666;El color del teclado es mentira no es RGB no viene tal como está en la foto solo en color blanco
1667;La bateria grande es lo unico resaltable la pantalla su calidad es muy baja solo puede usarse para llamadas porque las camaras son malisimas
1668;pequeño super portatil y comodo los coleres estan bonitos tambien y el precio muy bueno
1669;super buena la la calidad del sonido el modelo super comodo y chevere
1670;el modelo esta bonito y en calidad de sonido y audio super bien
1671;exelentes el sonido y el audio muy buenos
1672;la calidad super buena y son muy comodos
1673;exelente en todo sentido la calidad de sonido es super buena y la bateria tambien el precio vale la pena recomendado
1674;super comodo y portatil los colores estan bonitos y el precio tambienRECOMENDADO
1675;es muy comodo y ergonomico el material se siente muy bienlo recomiendo
1676;muy buena calidad de sonido en audio y el precio esta muy comodo
1677;la textura muy buena ayuda mucho y esta con descuento
1678;la calidad muy buena y suave ayuda mucho y esta a un buen precioRECOMENDADO
1679;tienen una muy buena calidad para el precio esta muy bueno recomendado
1680;muy buena la calidad del material esta con descuento recomendado
1681;exelente la calidad y es muy comodo recomendado
1682;muy buena la calidad de sonidoel precio lo vale
1683;muy bueno y la calidd exlente recomendado
1684;muy compatible y el alcance es muy bueno exelente
1685;bonito el color y el material muy bueno llegan rapidisimo
1686;basica pero igual tiene una buena calidad
1687;LA TEXTURA Y EL MATERIAL SUPER BUENOS EL PRECIO ESTA BUENO Y LLEGAN RAPIDO
1688;MUY BUENA LA CALIDAD Y PRECIO ME LLEGO SUER RAPIDO
1689;MUY BUENA CAM EL PRECIO ESTA SUPER BUENO PARA LO QUE ES LA CAMARA
1690;Las piezas son de diferente color no son los de la imagen. Es muy pequeño.
1691;el mateial super chevere por el precio esta bueno recomendado
1692;exelente la calidad de esta camarita achorao te la envia super rapido el precio esta bueno para lo que es la cam
1693;el modelo esta supe chevere y el rendimiento muy bueno lo puedes personalizar muy facil recomendado
1694;rapido y preciso el modelo esta chevere y se ve super moderno
1695;el modelo super chevere rapido y preciso como para juegos recomendado
1696;bonito comodo y super compatibe exelente y economico
1697;tamaño perfecto el rendimiento es muy bueno y super economico
1698;el modelo esta chevere es ergonomico y muy resistente
1699;super como y portatil ideal para todos lados recomendado
1700;la compatibilidad es muy buena y es super como recomendado de verdad
1701;muy bueno es confortable y modelo se ve elegante recomendado
1702;el diseño super chevere la compatinilidad muy buena se lo compre a mi hija y le encantoel precio lo vale
1703;super chevere el modelode las teclas como y compatible recomendado
1704;muy bueno el rendimiento el diseño muy chevre y la iluminacion de teclas te da una experiencia mejor
1705;el desempeño es muy bueno en juegos
1706;muy buena la calidad de sonido recomendado
1707;el sonido y el audio muy bueno aparte es muy comodo RECOMENDADO
1708;exelente la experiencia muy buena en todo sentido muy realista lo mejor es que llega super rapido RECOMENDADO
1709;muy bueno en rendimiento y el modelo esta bonito recomendado
1710;muy bonito y comodo el peso y el rendimiento exelente recomndado
1711;el modelo esta muy bonito es ergonomico y super resistete el rendimiento muy bueno
1712;es super bueno y de carga rapida el material es muy resistente recomendado
1713;los colores estan bonitos y el sonido es muy bueno para el precio esta muy bueno lo recomiendo
1714;muy bueno el sonido y por sus caracteristicas es super portatil ideal para todo tipo de lugares recomendado
1715;exelente en calidad de sonido en textura en resistencia y ni que hablar de la durabilidad de la bateria recomendado el precio esta bueno para lo que es el parlante
1716;da una buena iluminacion muy aparte de ser novedoso muy bueno
1717;esta a buen precio y te lo traen super rapido
1718;muy bueno y es ideal para cualquier lugar
1719;super bueno el sonido el material muy resistente muy bueno de verdad
1720;el sonido la calidad y lo resistente que es me lleva a recomendarlo muy buen parlante por el precio yo digo que lo recontra vale redomendado! y achorao me lo llevo altoke
1721;muy buena la calidad de gabacion los colores y el modelo bacan el precio lo vale
1722;Malos acabados no vale la pena comprarlos
1723;Falta detalles para que no se vea tam vomu. Que llene tus ojos ese e mi opinion
1724;Es muy bonito buen material pero es talla chica  no cede
1725;Que peso tiene y si es difícil armarlo
1726;DESEO VER EL PRODUCTO EN FISICO
1727;MUY FACIL DE INSTALAR Y TE LO LLEVAN SUPER RAPIDO
1728;son muy comodos y se escuchan muy bien  el color y el modelo super bonitos. RECOMENDADO
1729;super resistentes comodos y el sonido ni que hablar buenazo lo recomiendo
1730;esta muy bonito y la calidad del sonido exelente recomendado
1731;MODELO CLASICO Y ELEGANTE LO MEJOR ES EL SONIDO
1732;Muy buen sonido y por el amaño es super portatil el precio lo vale lo recomiendo
1733;la marca muy buena y este modelo aparte de ser comodo tiene un exelente sonido y audio recomendado
1734;el producto super bueno y sonido y audio super. RECOMENDADO
1735;exelente la calidad del producto y me llego super rapido
1736;el modelo y el color super bonitos el precio lo vale
1737;exelente el tamaño y el rendimiento el precio comodo y te lo llevan altoke
1738;ya no queda mas stock en plaza norte ????quiero uno para comprar
1739;compre este producto y cumplio mis esoectativas
1740;Pesimo control de calidad y respuesta al cliente compre esta laptop hace una semana y me vino con el teclado mal ensamblado con las teclas izquierda y derecha invertidas hasta ahora no se me hizo el cambio. Considero que esta laptop no debio salir al mercado por el control de calidad y en su defecto se debe brindar el cambio respectivo lo mas rapido posible a fin de evitar el perjuicio al cliente sinembargo eso no sucede.
1741;Compré el producto hace una semana y estuvo tan bueno que mi tío se compró uno igual
1742;Abriga muy bien y de buena calidad. No tiene bolsillos internos.
1743;Compré el producto hace dos semanas por la página web no especificaba que necesita servicio de armado el cual no puedo solicitar ni en línea ni telefónicamente debo acercarme a una tienda y tengo el producto en partes en casa hace dos semanas
1744;Demasiado caro para un solo sofá
1745;HERMOSAS ZAPATILLAS BUENOS DETALLES
1746;Buena imagen y sonidoestoy muy conforme.
1747;En la imagen se ve con adaptador pero no viene incluido el adaptador no se engañen por la imagen lean en especificaciones y descripciones para que puedan saber... específicamente lo que están comprando.
1748;Compre el mes pasado y ya se dañaron
1749;lo vi en la pagina y me encanto
1750;Muy pequeño la foto la muestra más grande
1751;Me encanta mi celular es de carga de bateria muy rápida el diseño hermoso.
1752;El celular es muy elegante y rápido funciona perfecto.. tiene una gran cámará
1753;Lo compre ayer y se rompió solo por caerse >:/         |=|
1754;Muy buen diseño cámaras sistema intuitivo y fluido y casa vez mejor en las apps
1755;Me encanta mucho este producto
1756;todo es de metal no es de madera como me dijo la vendedora oh
1757;Buena tela y sobre todo el enttalle yo mido 1.73 pero me gusta que me quede suelto y como es etallado la compre en talla L pero si te gusta semi entallado y no tan suelto en talla M tambien seria perfecto.
1758;Yo lo compre desde enero solo para mí y me ha ido bien facil de lavar pero es tamaño chico solo seria para una personas máximo 2 el espacio no es para tantas cosas. La refri es pequeña se llena rapido y la parte de congeladora es tambien reducida pero da bien para una persona.
1759;Lo compre ayer y es increíble mente hermoso
1760;El producto es el indicado en la descripción pero la imagen es confusa dando a entender que son 3 piezas sugiero cambiarla y colocar la imagen del collar. El producto si es real.
1761;Practico y manejable divertido para mi nena
1762;Buena relacion precio producto
1763;Diseño diferente y sofisticado. Después de meses de uso ninguna queja de se rendimiento. Trabajo alrededor de 12 horas diaria con ella y todo bien.
1764;despues de la prueba de una semana
1765;Todo muy bueno servicio rapidez
1766;Recibí el producto esperado estoy muy conforme.
1767;Fue un regalo para mi sobrinaa y quedo encantada tamaño peefecto¡
1768;Demora en la entrega del producto( más de 3 días)
1769;Me parece muy bueno el producto
